Noncandidate Committee Name,Candidate Name,CC Reg No,Candidate Committee Name,Date,Amount,Non-Monetary (Yes or No),Reg No,Election Period,Office,District,County,Party
Alliance for Solar Choice (TASC) (The),"Lee, Christopher",CC10395,Friends of Chris Lee,03/02/2016,$2000.00,N,NC20588,2014-2016,House,51,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Nishimoto, Scott",CC10190,Friends of Scott Nishimoto,01/07/2016,$1000.00,N,NC20011,2014-2016,House,21,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Brower, Tom",CC10290,Friends of Tom Brower,04/23/2015,$200.00,N,NC20011,2014-2016,House,22,,Democrat
Associations Inc. PAC (Associa PAC),"Regan, Keith",CC11181,Friends of Keith Regan,06/14/2016,$500.00,N,NC20301,2014-2016,Maui Council,Wailuku,Maui,Non-Partisan
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Wakai, Glenn",CC10208,Friends of Glenn Wakai,01/05/2016,$500.00,N,NC20011,2014-2016,Senate,15,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Woodson, Justin",CC10993,Friends of Justin H. Woodson,02/18/2016,$250.00,N,NC20007,2014-2016,House,9,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Wakai, Glenn",CC10208,Friends of Glenn Wakai,02/03/2015,$100.00,N,NC20007,2014-2016,Senate,15,,Democrat
Associations Inc. PAC (Associa PAC),"Kobayashi, Bertrand",CC10881,Friends of Bert Kobayashi,09/14/2015,$100.00,N,NC20301,2014-2016,House,19,,Democrat
Associations Inc. PAC (Associa PAC),"Ichiyama, Linda",CC10561,Friends of Linda Ichiyama,09/14/2015,$100.00,N,NC20301,2014-2016,House,32,,Democrat
American Beverage Association,"Belatti, Della",CC10269,Friends of Della Au Belatti,04/11/2016,$300.00,N,NC20586,2014-2016,House,24,,Democrat
Allstate Insurance Company,"Nishimoto, Scott",CC10190,Friends of Scott Nishimoto,11/03/2015,$150.00,N,NC20556,2014-2016,House,21,,Democrat
American Beverage Association,"Green, Josh",CC10174,Friends of Josh Green,03/20/2015,$500.00,N,NC20586,2014-2016,Senate,3,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Kawakami, Derek",CC10377,Friends of Derek Kawakami,03/15/2016,$1000.00,N,NC20011,2014-2016,Kauai Council,At-Large,Kauai,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Say, Calvin",CC10230,Friends for Say,09/21/2015,$1000.00,N,NC20569,2014-2016,House,20,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Nakamura, Nadine",CC10590,Friends of Nadine,06/29/2016,$500.00,N,NC20569,2014-2016,House,14,,Democrat
Associations Inc. PAC (Associa PAC),"Nishimoto, Scott",CC10190,Friends of Scott Nishimoto,09/14/2015,$150.00,N,NC20301,2014-2016,House,21,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Tokioka, James",CC10278,Friends of James Kunane Tokioka,03/15/2016,$1000.00,N,NC20011,2014-2016,House,15,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Holt, Daniel",CC11268,The Holt Hui,06/29/2016,$1000.00,N,NC20569,2014-2016,House,29,,Democrat
Alliance for Solar Choice (TASC) (The),"Nishimoto, Scott",CC10190,Friends of Scott Nishimoto,01/07/2016,$200.00,N,NC20588,2014-2016,House,21,,Democrat
American Beverage Association,"Belatti, Della",CC10269,Friends of Della Au Belatti,07/21/2015,$350.00,N,NC20586,2014-2016,House,24,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Nishimoto, Scott",CC10190,Friends of Scott Nishimoto,06/29/2016,$1000.00,N,NC20569,2014-2016,House,21,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Ward, Gene",CC10209,Friends of Gene Ward,05/10/2016,$100.00,N,NC20007,2014-2016,House,17,,Republican
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Nishimoto, Scott",CC10190,Friends of Scott Nishimoto,09/21/2015,$1000.00,N,NC20569,2014-2016,House,21,,Democrat
Associations Inc. PAC (Associa PAC),"Onishi, Richard",CC10965,Friends for Richard Onishi,09/14/2015,$100.00,N,NC20301,2014-2016,House,3,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Sugimura, Yuki",CC11185,Friends of Yuki Lei Sugimura,02/18/2016,$250.00,N,NC20007,2014-2016,Maui Council,Upcountry,Maui,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Taniguchi, Brian",CC10204,Friends for Brian Taniguchi,09/21/2015,$1000.00,N,NC20569,2014-2016,Senate,11,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Inouye, Lorraine",CC10148,Friends of Lorraine R. Inouye,09/21/2015,$1000.00,N,NC20569,2014-2016,Senate,4,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Ichiyama, Linda",CC10561,Friends of Linda Ichiyama,06/29/2016,$500.00,N,NC20569,2014-2016,House,32,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Takumi, Roy",CC10246,Friends of Roy Takumi,03/08/2016,$100.00,N,NC20007,2014-2016,House,35,,Democrat
Alliance for Solar Choice (TASC) (The),"Ing, Mark",CC10809,Friends of Kaniela Ing,04/21/2016,$2000.00,N,NC20588,2014-2016,House,11,,Democrat
Allstate Insurance Company,"Takayama, Gregg",CC10914,Friends of Gregg Takayama,11/03/2015,$150.00,N,NC20556,2014-2016,House,34,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Mizuno, John",CC10241,Friends of John Mizuno,06/29/2016,$500.00,N,NC20569,2014-2016,House,28,,Democrat
Automated HealthCare Solutions,"Green, Josh",CC10174,Friends of Josh Green,01/22/2015,$4000.00,N,NC20308,2014-2016,Senate,3,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Taniguchi, Brian",CC10204,Friends for Brian Taniguchi,06/22/2015,$100.00,N,NC20007,2014-2016,Senate,11,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Taniguchi, Brian",CC10204,Friends for Brian Taniguchi,05/10/2016,$100.00,N,NC20007,2014-2016,Senate,11,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Taniguchi, Brian",CC10204,Friends for Brian Taniguchi,06/29/2016,$1000.00,N,NC20569,2014-2016,Senate,11,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Wakai, Glenn",CC10208,Friends of Glenn Wakai,01/13/2016,$100.00,N,NC20007,2014-2016,Senate,15,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Onishi, Richard",CC10965,Friends for Richard Onishi,06/29/2016,$1000.00,N,NC20569,2014-2016,House,3,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Woodson, Justin",CC10993,Friends of Justin H. Woodson,03/09/2015,$250.00,N,NC20007,2014-2016,House,9,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Takayama, Gregg",CC10914,Friends of Gregg Takayama,02/24/2015,$100.00,N,NC20007,2014-2016,House,34,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Regan, Keith",CC11181,Friends of Keith Regan,08/12/2015,$250.00,N,NC20007,2014-2016,Maui Council,Wailuku,Maui,Non-Partisan
"Alexander & Baldwin, Inc. HiPAC","Tsuji, Clifton",CC10217,Friends of Clift Tsuji,03/03/2015,$250.00,N,NC20007,2014-2016,House,2,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Tokioka, James",CC10278,Friends of James Kunane Tokioka,06/29/2016,$500.00,N,NC20569,2014-2016,House,15,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Takayama, Gregg",CC10914,Friends of Gregg Takayama,06/29/2016,$500.00,N,NC20569,2014-2016,House,34,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Slom, Sam",CC10287,Friends for Sam Slom,09/21/2015,$1000.00,N,NC20569,2014-2016,Senate,9,,Republican
Associations Inc. PAC (Associa PAC),"Belatti, Della",CC10269,Friends of Della Au Belatti,09/14/2015,$100.00,N,NC20301,2014-2016,House,24,,Democrat
American Beverage Association,"Choy, Isaac",CC10504,Friends For Isaac W. Choy,05/31/2016,$150.00,N,NC20586,2014-2016,House,23,,Democrat
Allstate Insurance Company,"Ichiyama, Linda",CC10561,Friends of Linda Ichiyama,11/03/2015,$150.00,N,NC20556,2014-2016,House,32,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Tsuji, Clifton",CC10217,Friends of Clift Tsuji,06/29/2016,$1000.00,N,NC20569,2014-2016,House,2,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Say, Calvin",CC10230,Friends for Say,06/29/2016,$1000.00,N,NC20569,2014-2016,House,20,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Woodson, Justin",CC10993,Friends of Justin H. Woodson,06/29/2016,$1000.00,N,NC20569,2014-2016,House,9,,Democrat
American Beverage Association,"Mizuno, John",CC10241,Friends of John Mizuno,04/11/2016,$200.00,N,NC20586,2014-2016,House,28,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Tsuji, Clifton",CC10217,Friends of Clift Tsuji,09/21/2015,$500.00,N,NC20569,2014-2016,House,2,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Tokioka, James",CC10278,Friends of James Kunane Tokioka,04/09/2015,$250.00,N,NC20007,2014-2016,House,15,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Kim, Donna",CC10254,Friends of Donna Mercado Kim,04/26/2016,$1000.00,N,NC20011,2014-2016,Senate,14,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Say, Calvin",CC10230,Friends for Say,03/11/2016,$100.00,N,NC20007,2014-2016,House,20,,Democrat
Alliance for Solar Choice (TASC) (The),"Chang, Stanley",CC10525,Friends of Stanley Chang,06/24/2016,$2000.00,N,NC20588,2014-2016,Senate,9,,Democrat
HEI CEG,"Takumi, Roy",CC10246,Friends of Roy Takumi,04/24/2015,$50.00,N,NC20079,2014-2016,House,35,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Thielen, Cynthia",CC10205,Friends of Cynthia Thielen,09/11/2015,$200.00,N,NC20007,2014-2016,House,50,,Republican
American Beverage Association,"Mizuno, John",CC10241,Friends of John Mizuno,07/21/2015,$200.00,N,NC20586,2014-2016,House,28,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Slom, Sam",CC10287,Friends for Sam Slom,06/29/2016,$1000.00,N,NC20569,2014-2016,Senate,9,,Republican
"Alexander & Baldwin, Inc. HiPAC","Tsuji, Clifton",CC10217,Friends of Clift Tsuji,02/25/2016,$250.00,N,NC20007,2014-2016,House,2,,Democrat
American Resort Development Association Resort Owners Coalition PAC (ARDA ROC-PAC),"Kobayashi, Ann",CC10150,Friends of Ann Kobayashi,10/21/2015,$1000.00,N,NC20011,2014-2016,Honolulu Council,5,Honolulu,Non-Partisan
"Alexander & Baldwin, Inc. HiPAC","Rapozo, Melvin",CC10193,Friends of Mel Rapozo,06/20/2016,$2000.00,N,NC20007,2014-2016,Kauai Council,At-Large,Kauai,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Tokioka, James",CC10278,Friends of James Kunane Tokioka,09/21/2015,$500.00,N,NC20569,2014-2016,House,15,,Democrat
Build-PAC Hawaii,"Brower, Tom",CC10290,Friends of Tom Brower,04/05/2016,$100.00,N,NC20202,2014-2016,House,22,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Tsuji, Clifton",CC10217,Friends of Clift Tsuji,03/09/2015,$300.00,N,NC20016,2014-2016,House,2,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Lee, Christopher",CC10395,Friends of Chris Lee,03/07/2016,$250.00,N,NC20016,2014-2016,House,51,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Wakai, Glenn",CC10208,Friends of Glenn Wakai,01/11/2016,$150.00,N,NC20016,2014-2016,Senate,15,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Onishi, Richard",CC10965,Friends for Richard Onishi,03/10/2015,$200.00,N,NC20016,2014-2016,House,3,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Ward, Gene",CC10209,Friends of Gene Ward,12/02/2015,$200.00,N,NC20016,2014-2016,House,17,,Republican
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Say, Calvin",CC10230,Friends for Say,04/24/2015,$300.00,N,NC20016,2014-2016,House,20,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Wakai, Glenn",CC10208,Friends of Glenn Wakai,04/22/2015,$250.00,N,NC20016,2014-2016,Senate,15,,Democrat
Build-PAC Hawaii,"Wakai, Glenn",CC10208,Friends of Glenn Wakai,01/13/2016,$150.00,N,NC20202,2014-2016,Senate,15,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Brower, Tom",CC10290,Friends of Tom Brower,04/17/2015,$200.00,N,NC20016,2014-2016,House,22,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Ing, Mark",CC10809,Friends of Kaniela Ing,02/16/2016,$300.00,N,NC20016,2014-2016,House,11,,Democrat
"Bill Mills Development Co., Inc.","Couch, Don",CC10368,Don Couch Campaign Committee,11/20/2014,$200.00,N,NC20570,2014-2016,Maui Council,South Maui,Maui,Non-Partisan
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Mizuno, John",CC10241,Friends of John Mizuno,07/06/2016,$500.00,N,NC20016,2014-2016,House,28,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Say, Calvin",CC10230,Friends for Say,03/14/2016,$200.00,N,NC20016,2014-2016,House,20,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Brower, Tom",CC10290,Friends of Tom Brower,03/28/2016,$100.00,N,NC20016,2014-2016,House,22,,Democrat
"Bill Mills Development Co., Inc.","Guzman, Don",CC10810,Friends of Don Guzman,11/20/2014,$200.00,N,NC20570,2014-2016,Maui Council,Kahului,Maui,Non-Partisan
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Lee, Christopher",CC10395,Friends of Chris Lee,04/17/2015,$300.00,N,NC20016,2014-2016,House,51,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Ichiyama, Linda",CC10561,Friends of Linda Ichiyama,10/30/2015,$100.00,N,NC20016,2014-2016,House,32,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Kawakami, Derek",CC10377,Friends of Derek Kawakami,04/24/2015,$250.00,N,NC20016,2014-2016,Kauai Council,At-Large,Kauai,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Wooley, Jessica",CC10358,Friends of Jessica Wooley,06/29/2016,$-50.00,N,NC20016,2014-2016,House,48,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Nishimoto, Scott",CC10190,Friends of Scott Nishimoto,03/28/2016,$100.00,N,NC20016,2014-2016,House,21,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Tsuji, Clifton",CC10217,Friends of Clift Tsuji,11/02/2015,$200.00,N,NC20016,2014-2016,House,2,,Democrat
AstraZeneca Pharmaceuticals LP,"Mizuno, John",CC10241,Friends of John Mizuno,08/11/2015,$1500.00,N,NC20573,2014-2016,House,28,,Democrat
Build-PAC Hawaii,"Tokioka, James",CC10278,Friends of James Kunane Tokioka,03/14/2016,$100.00,N,NC20202,2014-2016,House,15,,Democrat
Build-PAC Hawaii,"Kawakami, Derek",CC10377,Friends of Derek Kawakami,03/14/2016,$100.00,N,NC20202,2014-2016,Kauai Council,At-Large,Kauai,Democrat
"Beach Club Maui, Inc.","Regan, Keith",CC11181,Friends of Keith Regan,08/10/2015,$1050.00,N,NC20625,2014-2016,Maui Council,Wailuku,Maui,Non-Partisan
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Tokioka, James",CC10278,Friends of James Kunane Tokioka,04/24/2015,$250.00,N,NC20016,2014-2016,House,15,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Onishi, Richard",CC10965,Friends for Richard Onishi,02/16/2016,$100.00,N,NC20016,2014-2016,House,3,,Democrat
"Bill Mills Development Co., Inc.","Cochran, Elle ",CC10540,Friends of Elle Cochran,11/20/2014,$200.00,N,NC20570,2014-2016,Maui Council,West Maui,Maui,Non-Partisan
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Mizuno, John",CC10241,Friends of John Mizuno,04/20/2015,$200.00,N,NC20016,2014-2016,House,28,,Democrat
Build-PAC Hawaii,"Nishimoto, Scott",CC10190,Friends of Scott Nishimoto,04/05/2016,$100.00,N,NC20202,2014-2016,House,21,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Tokioka, James",CC10278,Friends of James Kunane Tokioka,03/14/2016,$100.00,N,NC20016,2014-2016,House,15,,Democrat
"Bill Mills Development Co., Inc.","Guzman, Don",CC10810,Friends of Don Guzman,09/10/2015,$200.00,N,NC20570,2014-2016,Maui Council,Kahului,Maui,Non-Partisan
Build-PAC Hawaii,"Thielen, Cynthia",CC10205,Friends of Cynthia Thielen,07/08/2016,$250.00,N,NC20202,2014-2016,House,50,,Republican
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Taniguchi, Brian",CC10204,Friends for Brian Taniguchi,06/14/2016,$200.00,N,NC20016,2014-2016,Senate,11,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Takayama, Gregg",CC10914,Friends of Gregg Takayama,02/25/2015,$300.00,N,NC20016,2014-2016,House,34,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Kim, Donna",CC10254,Friends of Donna Mercado Kim,04/24/2015,$500.00,N,NC20016,2014-2016,Senate,14,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Belatti, Della",CC10269,Friends of Della Au Belatti,06/14/2016,$100.00,N,NC20016,2014-2016,House,24,,Democrat
"Castle & Cooke, Inc. Legislative Committee - Hawaii","Inouye, Lorraine",CC10148,Friends of Lorraine R. Inouye,02/23/2016,$150.00,N,NC20177,2014-2016,Senate,4,,Democrat
AstraZeneca Pharmaceuticals LP,"Chun Oakland, Suzanne",CC10169,Friends for Suzanne Chun Oakland,12/16/2015,$500.00,N,NC20573,2014-2016,Senate,13,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Harimoto, Breene",CC10700,Friends of Breene Harimoto,04/24/2015,$200.00,N,NC20016,2014-2016,Senate,16,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Inouye, Lorraine",CC10148,Friends of Lorraine R. Inouye,02/16/2016,$500.00,N,NC20016,2014-2016,Senate,4,,Democrat
Associations Inc. PAC (Associa PAC),"Woodson, Justin",CC10993,Friends of Justin H. Woodson,09/14/2015,$100.00,N,NC20301,2014-2016,House,9,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"DeCoite, Lynn",CC11179,Friends of Lynn DeCoite,01/11/2016,$100.00,N,NC20016,2014-2016,House,13,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Wakai, Glenn",CC10208,Friends of Glenn Wakai,02/03/2015,$400.00,N,NC20016,2014-2016,Senate,15,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Takumi, Roy",CC10246,Friends of Roy Takumi,10/30/2015,$100.00,N,NC20016,2014-2016,House,35,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Chang, Stanley",CC10525,Friends of Stanley Chang,06/21/2016,$300.00,N,NC20016,2014-2016,Senate,9,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Woodson, Justin",CC10993,Friends of Justin H. Woodson,02/16/2016,$200.00,N,NC20016,2014-2016,House,9,,Democrat
Build-PAC Hawaii,"Say, Calvin",CC10230,Friends for Say,03/14/2016,$100.00,N,NC20202,2014-2016,House,20,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Ichiyama, Linda",CC10561,Friends of Linda Ichiyama,03/03/2016,$200.00,N,NC20016,2014-2016,House,32,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Mizuno, John",CC10241,Friends of John Mizuno,01/23/2015,$400.00,N,NC20016,2014-2016,House,28,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Takayama, Gregg",CC10914,Friends of Gregg Takayama,03/09/2016,$100.00,N,NC20016,2014-2016,House,34,,Democrat
"Beach Club Maui, Inc.","Regan, Keith",CC11181,Friends of Keith Regan,08/08/2015,$500.00,N,NC20625,2014-2016,Maui Council,Wailuku,Maui,Non-Partisan
"Castle & Cooke, Inc. Legislative Committee - Hawaii","Manahan, Joey",CC10251,Friends of Joey Manahan,03/21/2016,$500.00,N,NC20177,2014-2016,Honolulu Council,7,Honolulu,Democrat
Build-PAC Hawaii,"Kim, Donna",CC10254,Friends of Donna Mercado Kim,05/03/2016,$250.00,N,NC20202,2014-2016,Senate,14,,Democrat
Build-PAC Hawaii,"DeCoite, Lynn",CC11179,Friends of Lynn DeCoite,05/17/2016,$100.00,N,NC20202,2014-2016,House,13,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Belatti, Della",CC10269,Friends of Della Au Belatti,10/30/2015,$200.00,N,NC20016,2014-2016,House,24,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Ichiyama, Linda",CC10561,Friends of Linda Ichiyama,02/28/2015,$200.00,N,NC20016,2014-2016,House,32,,Democrat
"Bill Mills Development Co., Inc.","Sugimura, Yuki",CC11185,Friends of Yuki Lei Sugimura,02/16/2016,$150.00,N,NC20570,2014-2016,Maui Council,Upcountry,Maui,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Ing, Mark",CC10809,Friends of Kaniela Ing,06/29/2016,$-100.00,N,NC20016,2014-2016,House,11,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Nishimoto, Scott",CC10190,Friends of Scott Nishimoto,01/11/2016,$200.00,N,NC20016,2014-2016,House,21,,Democrat
"ASTS Management, LLC","Wakai, Glenn",CC10208,Friends of Glenn Wakai,01/11/2016,$500.00,N,NC20388,2014-2016,Senate,15,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Nishimoto, Scott",CC10190,Friends of Scott Nishimoto,03/10/2015,$300.00,N,NC20016,2014-2016,House,21,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Kobayashi, Bertrand",CC10881,Friends of Bert Kobayashi,03/10/2015,$200.00,N,NC20016,2014-2016,House,19,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Belatti, Della",CC10269,Friends of Della Au Belatti,01/11/2016,$250.00,N,NC20016,2014-2016,House,24,,Democrat
"B&C Trucking Co., Ltd.","DeCoite, Lynn",CC11179,Friends of Lynn DeCoite,05/06/2015,$100.00,N,NC20520,2014-2016,House,13,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Takumi, Roy",CC10246,Friends of Roy Takumi,04/07/2016,$100.00,N,NC20016,2014-2016,House,35,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Kobayashi, Bertrand",CC10881,Friends of Bert Kobayashi,02/16/2016,$200.00,N,NC20016,2014-2016,House,19,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Ohno, Takashi",CC10808,Friends of Takashi  Ohno,03/10/2015,$200.00,N,NC20016,2014-2016,House,27,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Tsuji, Clifton",CC10217,Friends of Clift Tsuji,03/03/2016,$200.00,N,NC20016,2014-2016,House,2,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Ohno, Takashi",CC10808,Friends of Takashi  Ohno,02/16/2016,$200.00,N,NC20016,2014-2016,House,27,,Democrat
"Castle & Cooke, Inc. Legislative Committee - Hawaii","Say, Calvin",CC10230,Friends for Say,04/28/2015,$50.00,N,NC20177,2014-2016,House,20,,Democrat
AstraZeneca Pharmaceuticals LP,"Green, Josh",CC10174,Friends of Josh Green,12/16/2015,$500.00,N,NC20573,2014-2016,Senate,3,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Takayama, Gregg",CC10914,Friends of Gregg Takayama,11/02/2015,$300.00,N,NC20016,2014-2016,House,34,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Lowen, Nicole",CC10861,Friends of Nicole Lowen,02/16/2016,$100.00,N,NC20016,2014-2016,House,6,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Woodson, Justin",CC10993,Friends of Justin H. Woodson,03/10/2015,$300.00,N,NC20016,2014-2016,House,9,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Ing, Mark",CC10809,Friends of Kaniela Ing,03/10/2015,$200.00,N,NC20016,2014-2016,House,11,,Democrat
"Bill Mills Development Co., Inc.","Regan, Keith",CC11181,Friends of Keith Regan,08/27/2015,$250.00,N,NC20570,2014-2016,Maui Council,Wailuku,Maui,Non-Partisan
"Cattlemen's Action Legislative Fund (""CALF"")","DeCoite, Lynn",CC11179,Friends of Lynn DeCoite,07/18/2016,$200.00,N,NC20456,2014-2016,House,13,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Lowen, Nicole",CC10861,Friends of Nicole Lowen,03/10/2015,$200.00,N,NC20016,2014-2016,House,6,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Kawakami, Derek",CC10377,Friends of Derek Kawakami,03/14/2016,$150.00,N,NC20016,2014-2016,Kauai Council,At-Large,Kauai,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Ihara, Les",CC10178,Friends of Les Ihara Jr.,11/02/2015,$200.00,N,NC20016,2014-2016,Senate,10,,Democrat
Build-PAC Hawaii,"Choy, Isaac",CC10504,Friends For Isaac W. Choy,03/14/2016,$100.00,N,NC20202,2014-2016,House,23,,Democrat
Bank of Hawaii Corporation Special Political Education Committee - State PAC,"Mizuno, John",CC10241,Friends of John Mizuno,01/25/2016,$300.00,N,NC20016,2014-2016,House,28,,Democrat
